/QB2 (VDD=1.2) X,/QB2 (VDD=1.2) Y,/QB1 (VDD=1.2) X,/QB1 (VDD=1.2) Y
-0.7071067811865475,0.9998615844992619,-0.7071067811865475,1.199941720029867
-0.6788225099390855,0.9598920813331431,-0.6788225099390855,1.199816329970044
-0.6505382386916236,0.9199680505156049,-0.6505382386916236,1.199443387240107
-0.6222539674441617,0.8801667019068874,-0.6222539674441617,1.198424575683095
-0.5939696961966998,0.8406749930945011,-0.5939696961966998,1.195971606081342
-0.5656854249492379,0.801895311516484,-0.5656854249492379,1.190917205755379
-0.537401153701776,0.7645576901481695,-0.537401153701776,1.182030120643135
-0.5091168824543141,0.7297157308512798,-0.5091168824543141,1.168426810092079
-0.4808326112068522,0.6985432218988904,-0.4808326112068522,1.149778604665084
-0.4525483399593903,0.672037793187689,-0.4525483399593903,1.126280364019152
-0.4242640687119283,0.6507945883098128,-0.4242640687119283,1.09853255023027
-0.3959797974644664,0.6349268751955423,-0.3959797974644664,1.067434105061653
-0.3676955262170045,0.6240345458661117,-0.3676955262170045,1.034016108363065
-0.3394112549695426,0.6168903708204511,-0.3394112549695426,0.9991859210812314
-0.3111269837220807,0.6115766455581919,-0.3111269837220807,0.9635642798320431
-0.2828427124746188,0.6069169523037482,-0.2828427124746188,0.9275090106565892
-0.2545584412271569,0.6025516068281465,-0.2545584412271569,0.8912146632182473
-0.226274169979695,0.5983732618094488,-0.226274169979695,0.8547967345221766
-0.197989898732233,0.5943356179997651,-0.197989898732233,0.8183516514494785
-0.1697056274847711,0.5904111765389816,-0.1697056274847711,0.7820093063198538
-0.1414213562373092,0.5865803773991912,-0.1414213562373092,0.7459778250552672
-0.1131370849898473,0.5828279324530365,-0.1131370849898473,0.7105532849716218
-0.08485281374238543,0.5791412240239242,-0.08485281374238543,0.6760814698595647
-0.05656854249492353,0.5755094398723342,-0.05656854249492353,0.6428940344524596
-0.02828427124746163,0.5719230216959584,-0.02828427124746163,0.6112323276729178
0,0.5683732628173462,0,0.5811820960689836
0.0282842712474619,0.5648519756601992,0.0282842712474619,0.5526673253382225
0.0565685424949238,0.5613511775626514,0.0565685424949238,0.5255053796895048
0.08485281374238569,0.5578627503681172,0.08485281374238569,0.4994766372573759
0.1131370849898476,0.554378012402833,0.1131370849898476,0.4743732778076703
0.1414213562373095,0.5508871132287273,0.1414213562373095,0.4500221699102974
0.1697056274847714,0.5473780840406577,0.1697056274847714,0.4262905612609594
0.1979898987322333,0.5438352256822755,0.1979898987322333,0.4030834450579365
0.2262741699796952,0.5402361881656516,0.2262741699796952,0.3803381123152084
0.2545584412271572,0.5365463780264703,0.2545584412271572,0.3580187534688747
0.2828427124746191,0.5327077751567351,0.2828427124746191,0.3361126823380512
0.311126983722081,0.5286159435438027,0.311126983722081,0.3146293076486253
0.3394112549695429,0.5240735915152853,0.3394112549695429,0.2936037296161094
0.3676955262170048,0.5187069868155231,0.3676955262170048,0.2731086221687564
0.3959797974644667,0.5118588015865833,0.3959797974644667,0.2532806583184952
0.4242640687119286,0.5025654722044682,0.4242640687119286,0.2343589845434246
0.4525483399593905,0.4897480776404918,0.4525483399593905,0.2166752077682916
0.4808326112068524,0.4725120559783291,0.4808326112068524,0.2005197569886246
0.5091168824543143,0.4503350091961669,0.5091168824543143,0.1860129564837292
0.5374011537017762,0.4231584653158681,0.5374011537017762,0.1731214589373961
0.5656854249492381,0.391449136695086,0.5656854249492381,0.1617309230790973
0.5939696961967,0.3561503309735249,0.5939696961967,0.1516954311186851
0.6222539674441619,0.3184463717849212,0.6222539674441619,0.14286234861616
0.6505382386916239,0.2794134835261561,0.6505382386916239,0.135084489623694
0.6788225099390858,0.2397751625222694,0.6788225099390858,0.1282260749872935
0.7071067811865475,0.1999018249509879,0.7071067811865475,0.1221653253871524
